kode_kecamatan,kode_provinsi,kode_kabupaten,nama_kecamatan
"10","53","08","Maurole"
"11","53","08","Maukaro"
"12","53","08","Lio Timur"
"13","53","08","Kota Baru"
"14","53","08","Kelimutu"
"15","53","08","Detukeli"
"16","53","08","Ndona Timur"
"17","53","08","Ndori"
"18","53","08","Ende Utara"
"19","53","08","Ende Tengah"
"20","53","08","Ende Timur"
"21","53","08","Lepembusu Kelisoke"
"01","53","09","Aimere"
"02","53","09","Golewa"
"06","53","09","Bajawa"
"07","53","09","Soa"
"09","53","09","Riung"
"12","53","09","Jerebuu"
"14","53","09","Riung Barat"
"15","53","09","Bajawa Utara"
"16","53","09","Wolomeze"
"18","53","09","Golewa Selatan"
"19","53","09","Golewa Barat"
"20","53","09","Inerie"
"01","53","10","Wae Rii"
"03","53","10","Ruteng"
"05","53","10","Satar Mese"
"06","53","10","Cibal"
"11","53","10","Reok"
"12","53","10","Langke Rembong"
"13","53","10","Satar Mese Barat"
"14","53","10","Rahong Utara"
"15","53","10","Lelak"
"16","53","10","Reok Barat"
"17","53","10","Cibal barat"
"18","53","10","Satar Mese Utara"
"01","53","11","Kota Waingapu"
"02","53","11","Haharu"
"03","53","11","Lewa"
"04","53","11","Nggaha Ori Angu"
"05","53","11","Tabundung"
"06","53","11","Pinu Pahar"
"07","53","11","Pandawai"
"08","53","11","Umalulu"
"09","53","11","Rindi"
"10","53","11","Pahunga Lodu"
"11","53","11","Wulla Waijelu"
"12","53","11","Paberiwai"
"13","53","11","Karera"
"14","53","11","Kahaungu Eti"
"15","53","11","Matawai La Pawu"
"16","53","11","Kambera"
"17","53","11","Kambata Mapambuhang"
"18","53","11","Lewa Tidahu"
"19","53","11","Katala Hamu Lingu"
"20","53","11","Kanatang"
"21","53","11","Ngadu Ngala"
"22","53","11","Mahu"
"04","53","12","Tana Righu"
"10","53","12","Loli"
"11","53","12","Wanokaka"
"12","53","12","Lamboya"
"15","53","12","Kota Waikabubak"
"18","53","12","Laboya Barat"
"01","53","13","Naga Wutung"
"02","53","13","Atadei"
"03","53","13","Ile Ape"
"04","53","13","Lebatukan"
"05","53","13","Nubatukan"
"06","53","13","Omesuri"
"07","53","13","Buyasuri"
"08","53","13","Wulandoni"
"09","53","13","Ile Ape Timur"
"01","53","14","Rote Barat Daya"
"02","53","14","Rote Barat Laut"
"03","53","14","Lobalain"
"04","53","14","Rote Tengah"
"05","53","14","Pantai Baru"
"06","53","14","Rote Timur"
"07","53","14","Rote Barat"
"08","53","14","Rote Selatan"
"09","53","14","Ndao Nuse"
"10","53","14","Landu Leko"
"11","53","14","Loaholu"
"01","53","15","Macang Pacar"
"02","53","15","Kuwus"
"03","53","15","Lembor"
"04","53","15","Sano Nggoang"
"05","53","15","Komodo"
"06","53","15","Boleng"
"07","53","15","Welak"
"08","53","15","Ndoso"
"09","53","15","Lembor Selatan"
"10","53","15","Mbeliling"
"11","53","15","Pacar"
"12","53","15","Kuwus Barat"
"01","53","16","Aesesa"
"02","53","16","Nangaroro"
"03","53","16","Boawae"
"04","53","16","Mauponggo"
"05","53","16","Wolowae"
"06","53","16","Keo Tengah"
"07","53","16","Aesesa Selatan"
"01","53","17","Katiku Tana"
"02","53","17","Umbu Ratu Nggay Barat"
"03","53","17","Mamboro"
"04","53","17","Umbu Ratu Nggay"
"05","53","17","Katiku Tana Selatan"
"06","53","17","Umbu Ratu Nggay Tengah"
"01","53","18","Loura"
"02","53","18","Wewewa Utara"
"03","53","18","Wewewa Timur"
"04","53","18","Wewewa Barat"
"05","53","18","Wewewa Selatan"
"06","53","18","Kodi Bangedo"
"07","53","18","Kodi"
"08","53","18","Kodi Utara"
"09","53","18","Kota Tambolaka"
"10","53","18","Wewewa Tengah"
"11","53","18","Kodi Balaghar"
"01","53","19","Borong"
"02","53","19","Lamba Leda Selatan"
"03","53","19","Lamba Leda"
"04","53","19","Sambi Rampas"
"05","53","19","Elar"
"06","53","19","Kota Komba"
"07","53","19","Rana Mese"
"08","53","19","Lamba Leda Timur"
"09","53","19","Elar Selatan"
"10","53","19","Kota Komba Utara"
"11","53","19","Lamba Leda Utara"
"12","53","19","Congkar"
"01","53","20","Sabu Barat"
"02","53","20","Sabu Tengah"
"03","53","20","Sabu Timur"
"04","53","20","Sabu Liae"
"05","53","20","Hawu Mehara"
"06","53","20","Raijua"
"01","53","21","Malaka Tengah"
"02","53","21","Malaka Barat"
"03","53","21","Wewiku"
"04","53","21","Weliman"
"05","53","21","Rinhat"
"06","53","21","Io Kufeu"
"07","53","21","Sasitamean"
"08","53","21","Laenmanen"
"09","53","21","Malaka Timur"
"10","53","21","Kobalima Timur"
"11","53","21","Kobalima"
"12","53","21","Botin Leobele"
"01","53","71","Alak"
"02","53","71","Maulafa"
"03","53","71","Kelapa Lima"
"04","53","71","Oebobo"
"05","53","71","Kota Raja"
"06","53","71","Kota Lama"
"01","61","01","Sambas"
"02","61","01","Teluk Keramat"
"03","61","01","Jawai"
"04","61","01","Tebas"
"05","61","01","Pemangkat"
"06","61","01","Sejangkung"
"07","61","01","Selakau"
"08","61","01","Paloh"
"09","61","01","Sajingan Besar"
"10","61","01","Subah"
"11","61","01","Galing"
"12","61","01","Tekarang"
"13","61","01","Semparuk"
"14","61","01","Sajad"
"15","61","01","Sebawi"
"16","61","01","Jawai Selatan"
"17","61","01","Tangaran"
"18","61","01","Salatiga"
"19","61","01","Selakau Timur"
"01","61","02","Mempawah Hilir"
"06","61","02","Toho"
"07","61","02","Sungai Pinyuh"
"08","61","02","Jongkat"
"12","61","02","Sungai Kunyit"
"15","61","02","Segedong"
"16","61","02","Anjongan"
"17","61","02","Sadaniang"
"18","61","02","Mempawah Timur"
"01","61","03","Kapuas"
"02","61","03","Mukok"
"03","61","03","Noyan"
"04","61","03","Jangkang"
"05","61","03","Bonti"
"06","61","03","Beduai"
"07","61","03","Sekayam"
"08","61","03","Kembayan"
"09","61","03","Parindu"
"10","61","03","Tayan Hulu"
"11","61","03","Tayan Hilir"
"12","61","03","Balai"
"13","61","03","Toba"
"20","61","03","Meliau"
"21","61","03","Entikong"
"01","61","04","Matan Hilir Utara"
"02","61","04","Marau"
"03","61","04","Manis Mata"
"04","61","04","Kendawangan"
"05","61","04","Sandai"
"07","61","04","Sungai Laur"
"08","61","04","Simpang Hulu"
"11","61","04","Nanga Tayap"
"12","61","04","Matan Hilir Selatan"
"13","61","04","Tumbang Titi"
"14","61","04","Jelai Hulu"
"16","61","04","Delta Pawan"
"17","61","04","Muara Pawan"
"18","61","04","Benua Kayong"
"19","61","04","Hulu Sungai"
"20","61","04","Simpang Dua"
"21","61","04","Air Upas"
"22","61","04","Singkup"
"24","61","04","Pemahan"
"25","61","04","Sungai Melayu Rayak"
"01","61","05","Sintang"
"02","61","05","Tempunak"
"03","61","05","Sepauk"
"04","61","05","Ketungau Hilir"
"05","61","05","Ketungau Tengah"
"06","61","05","Ketungau Hulu"
"07","61","05","Dedai"
"08","61","05","Kayan Hilir"
"09","61","05","Kayan Hulu"
"14","61","05","Serawai"
"15","61","05","Ambalau"
"19","61","05","Kelam Permai"
"20","61","05","Sungai Tebelian"
"21","61","05","Binjai Hulu"
"01","61","06","Putussibau Utara"
"02","61","06","Bika"
"03","61","06","Embaloh Hilir"
"04","61","06","Embaloh Hulu"
"05","61","06","Bunut Hilir"
"06","61","06","Bunut Hulu"
"07","61","06","Jongkong"
"08","61","06","Hulu Gurung"
"09","61","06","Selimbau"
"10","61","06","Semitau"
"11","61","06","Seberuang"
"12","61","06","Batang Lupar"
"13","61","06","Empanang"
"14","61","06","Badau"
"15","61","06","Silat Hilir"
"16","61","06","Silat Hulu"
"17","61","06","Putussibau Selatan"
"18","61","06","Kalis"
"19","61","06","Boyan Tanjung"
"20","61","06","Mentebah"
"21","61","06","Pengkadan"
"22","61","06","Suhaid"
"23","61","06","Puring Kencana"
"01","61","07","Sungai Raya"
"02","61","07","Samalantan"
"03","61","07","Ledo"
"04","61","07","Bengkayang"
"05","61","07","Seluas"
"06","61","07","Sanggau Ledo"
"07","61","07","Jagoi Babang"
"08","61","07","Monterado"
"09","61","07","Teriak"
"10","61","07","Suti Semarang"
"11","61","07","Capkala"
"12","61","07","Siding"
"13","61","07","Lumar"
"14","61","07","Sungai Betung"
"15","61","07","Sungai Raya Kepulauan"
"16","61","07","Lembah Bawang"
"17","61","07","Tujuh Belas"
"01","61","08","Ngabang"
"02","61","08","Mempawah Hulu"
"03","61","08","Menjalin"
"04","61","08","Mandor"
"05","61","08","Air Besar"
"06","61","08","Menyuke"
"07","61","08","Sengah Temila"
"08","61","08","Meranti"
"09","61","08","Kuala Behe"
"10","61","08","Sebangki"
"11","61","08","Jelimpo"
"12","61","08","Banyuke Hulu"
"13","61","08","Sompak"
"01","61","09","Sekadau Hilir"
"02","61","09","Sekadau Hulu"
"03","61","09","Nanga Taman"
"04","61","09","Nanga Mahap"
"05","61","09","Belitang Hilir"
"06","61","09","Belitang Hulu"
"07","61","09","Belitang"
"01","61","10","Belimbing"
"02","61","10","Nanga Pinoh"
"03","61","10","Ella Hilir"
"04","61","10","Menukung"
"05","61","10","Sayan"
"06","61","10","Tanah Pinoh"
"07","61","10","Sokan"
"08","61","10","Pinoh Utara"
"09","61","10","Pinoh Selatan"
"10","61","10","Belimbing Hulu"
"11","61","10","Tanah Pinoh Barat"
"01","61","11","Sukadana"
"02","61","11","Simpang Hilir"
"03","61","11","Teluk Batang"
"04","61","11","Pulau Maya"
"05","61","11","Seponti"
"06","61","11","Kepulauan Karimata"
"01","61","12","Sungai Raya"
"02","61","12","Kuala Mandor B"
"03","61","12","Sungai Ambawang"
"04","61","12","Terentang"
"05","61","12","Batu Ampar"
"06","61","12","Kubu"
"07","61","12","Rasau Jaya"
"08","61","12","Teluk Pakedai"
"09","61","12","Sungai Kakap"
"01","61","71","Pontianak Selatan"
"02","61","71","Pontianak Timur"
"03","61","71","Pontianak Barat"
"04","61","71","Pontianak Utara"
"05","61","71","Pontianak Kota"
"06","61","71","Pontianak Tenggara"
"01","61","72","Singkawang Tengah"
"02","61","72","Singkawang Barat"
"03","61","72","Singkawang Timur"
"04","61","72","Singkawang Utara"
"05","61","72","Singkawang Selatan"
"01","62","01","Kumai"
"02","62","01","Arut Selatan"
"03","62","01","Kotawaringin Lama"
"04","62","01","Arut Utara"
"05","62","01","Pangkalan Lada"
"06","62","01","Pangkalan Banteng"
"01","62","02","Kota Besi"
"02","62","02","Cempaga"
"03","62","02","Mentaya Hulu"
"04","62","02","Parenggean"
"05","62","02","Baamang"
"06","62","02","Mentawa Baru Ketapang"
"07","62","02","Mentaya Hilir Utara"
"08","62","02","Mentaya Hilir Selatan"
"09","62","02","Pulau Hanaut"
"10","62","02","Antang Kalang"
"11","62","02","Teluk Sampit"
"12","62","02","Seranau"
"13","62","02","Cempaga Hulu"
"14","62","02","Telawang"
"15","62","02","Bukit Santuai"
"16","62","02","Tualan Hulu"
"17","62","02","Telaga Antang"
"01","62","03","Selat"
"02","62","03","Kapuas Hilir"
"03","62","03","Kapuas Timur"
"04","62","03","Kapuas Kuala"
"05","62","03","Kapuas Barat"
"06","62","03","Pulau Petak"
"07","62","03","Kapuas Murung"
"08","62","03","Basarang"
"09","62","03","Mantangai"
"10","62","03","Timpah"
"11","62","03","Kapuas Tengah"
"12","62","03","Kapuas Hulu"
"13","62","03","Tamban Catur"
"14","62","03","Pasak Talawang"
"15","62","03","Mandau Talawang"
"16","62","03","Dadahup"
"17","62","03","Bataguh"
"01","62","04","Jenamas"
"02","62","04","Dusun Hilir"
"03","62","04","Karau Kuala"
"04","62","04","Dusun Utara"
"05","62","04","Gn. Bintang Awai"
"06","62","04","Dusun Selatan"
"01","62","05","Montallat"
"02","62","05","Gunung Timang"
"03","62","05","Gunung Purei"
"04","62","05","Teweh Timur"
"05","62","05","Teweh Tengah"
"06","62","05","Lahei"
"07","62","05","Teweh Baru"
"08","62","05","Teweh Selatan"
"09","62","05","Lahei Barat"
"01","62","06","Kamipang"
"02","62","06","Katingan Hilir"
"03","62","06","Tewang Sangalang Garing"
"04","62","06","Pulau Malan"
"05","62","06","Katingan Tengah"
"06","62","06","Sanaman Mantikei"
"07","62","06","Marikit"
"08","62","06","Katingan Hulu"
"09","62","06","Mendawai"
"10","62","06","Katingan Kuala"
"11","62","06","Tasik Payawan"
"12","62","06","Petak Malai"
"13","62","06","Bukit Raya"
"01","62","07","Seruyan Hilir"
"02","62","07","Seruyan Tengah"
"03","62","07","Danau Sembuluh"
"04","62","07","Hanau"
"05","62","07","Seruyan Hulu"
"06","62","07","Seruyan Hilir Timur"
"07","62","07","Seruyan Raya"
"08","62","07","Danau Seluluk"
"09","62","07","Batu Ampar"
"10","62","07","Suling Tambun"
"01","62","08","Sukamara"
"02","62","08","Jelai"
"03","62","08","Balai Riam"
"04","62","08","Pantai Lunci"
"05","62","08","Permata Kecubung"
"01","62","09","Lamandau"
"02","62","09","Delang"
"03","62","09","Bulik"
"04","62","09","Bulik Timur"
"05","62","09","Menthobi Raya"
"06","62","09","Sematu Jaya"
"07","62","09","Belantikan Raya"
"08","62","09","Batang Kawa"
"01","62","10","Sepang"
"02","62","10","Kurun"
"03","62","10","Tewah"
"04","62","10","Kahayan Hulu Utara"
"05","62","10","Rungan"
"06","62","10","Manuhing"
"07","62","10","Mihing Raya"
"08","62","10","Damang Batu"
"09","62","10","Miri Manasa"
"10","62","10","Rungan Hulu"
"11","62","10","Manuhing Raya"
"12","62","10","Rungan Barat"
"01","62","11","Pandih Batu"
"02","62","11","Kahayan Kuala"
"03","62","11","Kahayan Tengah"
"04","62","11","Banama Tingang"
"05","62","11","Kahayan Hilir"
"06","62","11","Maliku"
"07","62","11","Jabiren Raya"
"08","62","11","Sebangau Kuala"
"01","62","12","Murung"
"02","62","12","Tanah Siang"
"03","62","12","Laung Tuhup"
"04","62","12","Permata Intan"
"05","62","12","Sumber Barito"
"06","62","12","Barito Tuhup Raya"
"07","62","12","Tanah Siang Selatan"
"08","62","12","Sungai Babuat"
"09","62","12","Seribu Riam"
"10","62","12","Uut Murung"
"01","62","13","Dusun Timur"
"02","62","13","Banua Lima"
"03","62","13","Patangkep Tutui"
"04","62","13","Awang"
"05","62","13","Dusun Tengah"
"06","62","13","Pematang Karau"
"07","62","13","Paju Epat"
"08","62","13","Raren Batuah"
"09","62","13","Paku"
"10","62","13","Karusen Janang"
"01","62","71","Pahandut"
"02","62","71","Bukit Batu"
"03","62","71","Jekan Raya"
"04","62","71","Sabangau"
"05","62","71","Rakumpit"
"01","63","01","Takisung"
"02","63","01","Jorong"
"03","63","01","Pelaihari"
"04","63","01","Kurau"
"05","63","01","Bati Bati"
"06","63","01","Panyipatan"
"07","63","01","Kintap"
"08","63","01","Tambang Ulang"
"09","63","01","Batu Ampar"
"10","63","01","Bajuin"
"11","63","01","Bumi Makmur"
"01","63","02","Pulau Sembilan"
"02","63","02","Pulau Laut Barat"
"03","63","02","Pulau Laut Selatan"
"04","63","02","Pulau Laut Timur"
"05","63","02","Pulau Sebuku"
"06","63","02","Pulaulaut Utara"
"07","63","02","Kelumpang Selatan"
"08","63","02","Kelumpang Hulu"
"09","63","02","Kelumpang Tengah"
"10","63","02","Kelumpang Utara"
"11","63","02","Pamukan Selatan"
"12","63","02","Sampanahan"
"13","63","02","Pamukan Utara"
"14","63","02","Hampang"
"15","63","02","Sungai Durian"
"16","63","02","Pulau Laut Tengah"
"17","63","02","Kelumpang Hilir"
"18","63","02","Kelumpang Barat"
"19","63","02","Pamukan Barat"
"20","63","02","Pulau Laut Kepulauan"
"21","63","02","Pulau Laut Tanjung Selayar"
"22","63","02","Pulaulaut Sigam"
"01","63","03","Aluh Aluh"
"02","63","03","Kertak Hanyar"
"03","63","03","Gambut"
"04","63","03","Sungai Tabuk"
"05","63","03","Martapura"
"06","63","03","Karang Intan"
"07","63","03","Astambul"
"08","63","03","Simpang Empat"
"09","63","03","Pengaron"
"10","63","03","Sungai Pinang"
"11","63","03","Aranio"
"12","63","03","Mataraman"
"13","63","03","Beruntung Baru"
"14","63","03","Martapura Barat"
"15","63","03","Martapura Timur"
"16","63","03","Sambung Makmur"
"17","63","03","Paramasan"
"18","63","03","Telaga Bauntung"
"19","63","03","Tatah Makmur"
"20","63","03","Cintapuri Darussalam"
"01","63","04","Tabunganen"
"02","63","04","Tamban"
"03","63","04","Anjir Pasar"
"04","63","04","Anjir Muara"
"05","63","04","Alalak"
"06","63","04","Mandastana"
"07","63","04","Rantau Badauh"
"08","63","04","Belawang"
"09","63","04","Cerbon"
"10","63","04","Bakumpai"
"11","63","04","Kuripan"
"12","63","04","Tabukan"
"13","63","04","Mekarsari"
"14","63","04","Barambai"
"15","63","04","Marabahan"
"16","63","04","Wanaraya"
"17","63","04","Jejangkit"
"01","63","05","Binuang"
"02","63","05","Tapin Selatan"
"03","63","05","Tapin Tengah"
"04","63","05","Tapin Utara"
"05","63","05","Candi Laras Selatan"
"06","63","05","Candi Laras Utara"
"07","63","05","Bakarangan"
"08","63","05","Piani"
"09","63","05","Bungur"
"10","63","05","Lokpaikat"
"11","63","05","Salam Babaris"
"12","63","05","Hatungun"
"01","63","06","Sungai Raya"
"02","63","06","Padang Batung"
"03","63","06","Telaga Langsat"
"04","63","06","Angkinang"
"05","63","06","Kandangan"
"06","63","06","Simpur"
"07","63","06","Daha Selatan"
"08","63","06","Daha Utara"
"09","63","06","Kalumpang"
"10","63","06","Loksado"
"11","63","06","Daha Barat"
"01","63","07","Haruyan"
"02","63","07","Batu Benawa"
"03","63","07","Labuan Amas Selatan"
"04","63","07","Labuan Amas Utara"
"05","63","07","Pandawan"
"06","63","07","Barabai"
"07","63","07","Batang Alai Selatan"
"08","63","07","Batang Alai Utara"
"09","63","07","Hantakan"
"10","63","07","Batang Alai Timur"
"11","63","07","Limpasu"
"01","63","08","Danau Panggang"
"02","63","08","Babirik"
"03","63","08","Sungai Pandan"
"04","63","08","Amuntai Selatan"
"05","63","08","Amuntai Tengah"
"06","63","08","Amuntai Utara"
"07","63","08","Banjang"
"08","63","08","Haur Gading"
"09","63","08","Paminggir"
"10","63","08","Sungai Tabukan"
"01","63","09","Banua Lawas"
"02","63","09","Kelua"
"03","63","09","Tanta"
"04","63","09","Tanjung"
"05","63","09","Haruai"
"06","63","09","Murung Pudak"
"07","63","09","Muara Uya"
"08","63","09","Muara Harus"
"09","63","09","Pugaan"
"10","63","09","Upau"
"11","63","09","Jaro"
"12","63","09","Bintang Ara"
"01","63","10","Batu Licin"
"02","63","10","Kusan Hilir"
"03","63","10","Sungai Loban"
"04","63","10","Satui"
"05","63","10","Kusan Hulu"
"06","63","10","Simpang Empat"
"07","63","10","Karang Bintang"
"08","63","10","Mantewe"
"09","63","10","Angsana"
"10","63","10","Kuranji"
"11","63","10","Kusan Tengah"
"12","63","10","Teluk Kepayang"
"01","63","11","Juai"
"02","63","11","Halong"
"03","63","11","Awayan"
"04","63","11","Batu Mandi"
"05","63","11","Lampihong"
"06","63","11","Paringin"
"07","63","11","Paringin Selatan"
"08","63","11","Tebing Tinggi"
"01","63","71","Banjarmasin Selatan"
"02","63","71","Banjarmasin Timur"
"03","63","71","Banjarmasin Barat"
"04","63","71","Banjarmasin Utara"
"05","63","71","Banjarmasin Tengah"
"02","63","72","Landasan Ulin"
"03","63","72","Cempaka"
"04","63","72","Banjarbaru Utara"
"05","63","72","Banjarbaru Selatan"
"06","63","72","Liang Anggang"
"01","64","01","Batu Sopang"
"02","64","01","Tanjung Harapan"
"03","64","01","Paser Belengkong"
"04","64","01","Tanah Grogot"
"05","64","01","Kuaro"
"06","64","01","Long Ikis"
"07","64","01","Muara Komam"
"08","64","01","Long Kali"
"09","64","01","Batu Engau"
"10","64","01","Muara Samu"
"01","64","02","Muara Muntai"
"02","64","02","Loa Kulu"
"03","64","02","Loa Janan"
"04","64","02","Anggana"
"05","64","02","Muara Badak"
"06","64","02","Tenggarong"
"07","64","02","Sebulu"
"08","64","02","Kota Bangun"
"09","64","02","Kenohan"
"10","64","02","Kembang Janggut"
"11","64","02","Muara Kaman"
"12","64","02","Tabang"
"13","64","02","Samboja"
"14","64","02","Muara Jawa"
"15","64","02","Sanga Sanga"
"16","64","02","Tenggarong Seberang"
"17","64","02","Marang Kayu"
"18","64","02","Muara Wis"
"19","64","02","Kota Bangun Darat"
"20","64","02","Samboja Barat"
"01","64","03","Kelay"
"02","64","03","Talisayan"
"03","64","03","Sambaliung"
"04","64","03","Segah"
"05","64","03","Tanjung Redeb"
"06","64","03","Gunung Tabur"
"07","64","03","Pulau Derawan"
"08","64","03","Biduk-Biduk"
"09","64","03","Teluk Bayur"
"10","64","03","Tabalar"
"11","64","03","Maratua"
"12","64","03","Batu Putih"
"13","64","03","Biatan"
"05","64","07","Long Iram"
"06","64","07","Melak"
"07","64","07","Barong Tongkok"
"08","64","07","Damai"
"09","64","07","Muara Lawa"
"10","64","07","Muara Pahu"
"11","64","07","Jempang"
"12","64","07","Bongan"
"13","64","07","Penyinggahan"
"14","64","07","Bentian Besar"
"15","64","07","Linggang Bigung"
"16","64","07","Nyuatan"
"17","64","07","Siluq Ngurai"
"18","64","07","Mook Manaar Bulatn"
"19","64","07","Tering"
"20","64","07","Sekolaq Darat"
"01","64","08","Muara Ancalong"
"02","64","08","Muara Wahau"
"03","64","08","Muara Bengkal"
